序号,题目,选项1,选项2,选项3,选项4,正确答案,正确奖励id,错误奖励id,精灵id
1276,冰心原名是什么？,谢婉莹,周树人,李开复,谢开元,1,5900,5910,
1277,安徒生童话是谁写的？,安徒生,格林兄弟,汉阳兄弟,阿里巴巴,1,5900,5910,
1278,汉斯·克里斯蒂安·安徒生的职业是什么？,作家,演员,话剧家,模特,1,5900,5910,
1279,奥巴马是哪国人？,美国人,法国人,英国人,法国人,1,5900,5910,
1280,名画蒙娜丽莎是谁的作品？,达芬奇,贝多芬,牛顿,爱琴斯坦,1,5900,5910,
1281,第九交响曲是谁的作品？,贝多芬,达芬奇,李云迪,肖邦,1,5900,5910,
1282,主导《独立宣言》发布的谁？,华盛顿,爱德华,爱德森,林肯,1,5900,5910,
1283,主持制定美国宪法的是谁？,华盛顿,爱德华,爱德森,林肯,1,5900,5910,
1284,华盛顿是哪国人？,美国,英国,法国,德国,1,5900,5910,
1285,中国最好的青花瓷产地位于？,江西,新疆,山西,湖南,1,5900,5910,
1286,中国领导人多少年换一届？,5,4,6,10,1,5900,5910,
1287,测量大树树干的粗细可以用？,绳子和尺,秒表,放大镜,量杯,1,5900,5910,
1288,露马脚这个俗语说的是古代哪位夫人？,朱元璋的夫人,刘备的夫人,孙权的夫人,曹操的夫人,1,5900,5910,
1289,名花解语，是形容什么的？,美女善解人意,花通人性,花艳丽,女子非常美丽,1,5900,5910,
1290,请问下列哪位不是元帅？,叶挺,聂荣臻?,彭德怀,朱德,1,5900,5910,
1291,“中华人民共和国”的名称最早是由谁提出来的？,任弼时,刘少奇,周恩来,毛泽东,1,5900,5910,
1292,破除“满汉不通婚”这个祖训的是？,乾隆,道光,康熙,咸丰,1,5900,5910,
1293,月饼最初起源于？,唐朝,宋朝,元朝,明朝,1,5900,5910,
1294,“轻于鸿毛”中的鸿毛是哪种动物的毛？,大雁,鸡,鸭,鹰,1,5900,5910,
1295,古时候，男子成年称为什么？,加冠,加法,加人,加头,1,5900,5910,
1296,《水浒传》中，武大郎，被谁所杀害？,潘金莲,林黛玉,贾宝玉,刘姥姥,1,5900,5910,
1297,一般情况下，中国结的主色调是什么颜色？,红色,黄色,蓝色,黑色,1,5900,5910,
1298,我们常说的“摘得桂冠”是指得了第几名？,第一名,第二名,第三名,第四名,1,5900,5910,
1299,我们常把钢笔字成为硬笔书法，毛笔字成为什么？,软笔书法,绘画,素描,油画,1,5900,5910,
1300,不在“岁寒三友”中的是？,草,松,竹,梅,1,5900,5910,
1301,俗语“黄婆卖瓜，自卖自夸”，卖的是哪种水果？,哈密瓜,樱桃,苹果,草莓,1,5900,5910,
1302,“我以我血荐轩辕”是哪位伟大革命家的誓言？,鲁迅,文天祥,孙中山,岳飞,1,5900,5910,
1303,刻舟求剑这个故事出于哪部古籍？,吕氏春秋,安徒生童话,史记,黄帝内经,1,5900,5910,
1304,温哥华是哪个国家的城市？,加拿大,韩国,美国,日本,1,5900,5910,
1305,古希腊神话中的海神叫什么？,波塞冬,宙斯,雅典娜,哈迪斯,1,5900,5910,
1306,巾帼英雄中的巾帼是指古代妇女？,古代妇女戴的头巾,戴的发饰,戴的首饰,穿的衣服,1,5900,5910,
1307,成语琳琅满目中的琳琅原指什么？,名流人才,美玉,好文章,美的物品,1,5900,5910,
1308,Siri是美国哪家公司其手机应用的一项语音控制功能？,苹果公司,摩托罗拉,诺基亚,黑莓,1,5900,5910,
1309,三星电子是哪个国家的？,韩国,日本,越南,中国,1,5900,5910,
1310,三星手机采用的系统是？,安卓,IOS,宝马,奥莱,1,5900,5910,
1311,请问2014年苹果所告哪家公司侵权，要求索赔？,三星,东芝,日立,美的,1,5900,5910,
1312,三星的企业标志以什么颜色为主？,蓝色,黑色,绿色,黄色,1,5900,5910,
1313,美国Apple公司的创始人的全名叫什么？,史蒂芬.保罗.乔布斯,乔布斯,史蒂芬.乔布斯,鲍威尔.乔布斯,1,5900,5910,
1314,小米公司的老板是？,雷军,马化腾,尚进,史玉柱,1,5900,5910,
1315,怎么把iPhone的电池拿出来？,不能拿,把后盖拆了,把手机拆了,把手机砸了,1,5900,5910,
1316,下列三星标志正确的是？,samsung,sansung,samsong,sanxing,1,5900,5910,
1317,下列哪项产品不是三星出品的？,U盘,手机,洗衣机,冰箱,1,5900,5910,
1318,现在国外哪两家生产手机的公司销量最高？,苹果、三星,三星、摩托罗拉,苹果、诺基亚,三星、诺基亚,1,5900,5910,
1319,iPhone5s有款黄色款网上的人都叫它什么？,土豪金,土鳖金,金黄款,香槟金,1,5900,5910,
1320,iPhone的常去地查看是用来干嘛什么的？,抓小三,防止手机丢失,查看时间,看行程,1,5900,5910,
1321,iPhone4不能播放什么格式的视频文件？,rmvb,mp4,h264,mov,1,5900,5910,
1322,iphone5s什么时候发布上市的？,9.10,10.10,8.25,9.16,1,5900,5910,
1323,苹果移动设备那个配有Touch ID？,iphone5s,iphone4s,iphone5,iphone,1,5900,5910,
1324,iphone5s的电池容量是多少？,1440mAh,1500mAh,1600mAh,2500mAh,1,5900,5910,
1325,iPhone一代有几个版本的内存？,3,5,4,2,1,5900,5910,
1326,第一代iPhone手机可以更换几个颜色的壁纸？,0,3,2,4,1,5900,5910,
1327,iPhone一代4GB售价多少刀？,499,299,599,699,1,5900,5910,
1328,苹果有个圆桶的黑色主机叫什么？,MacPro,MacPor,MacBoske,MacShong,1,5900,5910,
1329,苹果笔记本Macbook最大有多大的尺寸？,15,11,12,14,1,5900,5910,
1330,苹果Imac最小有多少？,27,24,29,25,1,5900,5910,
1331,ipod touch到现在有几代？,5,3,4,2,1,5900,5910,
1332,iPhone5s有几个芯片？,2,1,3,1.5,1,5900,5910,
1333,现在苹果官方在线商店正在销售的有款iphone？,3,2,1,4,1,5900,5910,
1334,苹果商店在卖几款ipad？,4,3,2,5,1,5900,5910,
1335,三星电子成立于哪一年？,1938年,1945年,1977年,1984年,1,5900,5910,
1336,“可打电话的DC”说的是三星的哪款手机？,GALAXY K zoom,GALAXY NOTE3,GALAXY TAB S,Ace,1,5900,5910,
1337,擅长出大屏手机的公司是？,三星,苹果,小米,诺基亚,1,5900,5910,
1338,后置摄像头像素是1300W像素是哪个手机？,三星,苹果,华为,小米,1,5900,5910,
1339,GALAXY是什么手机的型号？,三星,苹果,小米,摩托罗拉,1,5900,5910,
1340,iOS有一个解锁专利是？,滑动解锁,滚动解锁,按钮解锁,开关解锁,1,5900,5910,
1341,中国联通推出的3G品牌是？,沃3G,G3,天翼,全球通,1,5900,5910,
1342,通常所说的计算机的“大脑”指的是电脑的什么部件？,CPU,硬盘,内存,显示器,1,5900,5910,
1343,在windows系统中，复制操作是ctrl加上哪个字母键？,C,V,A,S,1,5900,5910,
1344,INTERNET的中文名称是？,因特网,万维网,世界网,中国网,1,5900,5910,
1345,在电脑领域，“闪客”是指？,Flash高手,Disco高手,PS高手,闪婚高手,1,5900,5910,
1346,windows操作系统当中，文件删除后会被默认保留在什么地方？,回收站,垃圾站,临时文件夹,桌面,1,5900,5910,
1347,一般在网页地址中，“.cn”表示哪个国家的顶级域名？,中国,美国,法国,日本,1,5900,5910,
1348,计算机中CD-ROM是指电脑的那种硬件设备？,光驱,硬盘,内存,中央处理器,1,5900,5910,
1349,硬盘内存1T按计算机原理指有多少G？,1024,1048,1000,998,1,5900,5910,
1350,“烧香的不一定是人，也可能是熊猫”此话出自哪个网络病毒？,熊猫烧香,黑客熊猫,熊猫病体,大熊猫,1,5900,5910,
1351,短时间不用电脑时，启用什么模式，能耗可下降到50%以下？,关闭显示器,屏幕保护,开机模式,睡眠模式,1,5900,5910,
1352,在微型计算机的汉字系统中，一个汉字的内码占多少字节？,2,3,4,5,1,5900,5910,
1353,电子计算机发明于哪一年？,1946年,1978年,1992年,1935年,1,5900,5910,
1354,电脑显示器的哪个部位辐射最强？,背面,侧面,正面,一样强,1,5900,5910,
1355,计算机中“随机存储器”使用哪三个英文字母表示？,RAM,ROM,CPU,USB,1,5900,5910,
1356,五笔字型码输入法属？,形码输入法,音形结合输入法,联想输入法,音码输入法,1,5900,5910,
1357,计算机辅助设计的英文缩写是？,CAD,CAM,CAE,CAT,1,5900,5910,
1358,计算机病毒是？,一段特殊的程序,一条命令,一种芯片,一种生物病毒,1,5900,5910,
1359,计算机中所有信息的存储都采用？,二进制,八进制,十进制,十六进制,1,5900,5910,
1360,在计算机中一个字节是由多少个二进制位组成的？,8,2,4,16,1,5900,5910,
1361,第一台电子计算机是诞生于？,美国,英国,法国,德国,1,5900,5910,
1362,微型计算机是随着什么的发展而发展起来的？,集成电路,晶件管,电子管,网络,1,5900,5910,
1363,计算机内存是1M是多少字节？,1024*1024,1000*1000,1024*1000,1024,1,5900,5910,
1364,衡量计算机存储容量的单位通常是？,字节,比特,字长,字块,1,5900,5910,
1365,以下软件中不是操作系统的是？,Microsoft Office,Windows xp,Unix,linux,1,5900,5910,
1366,任何程序都必须加载到哪个硬件才能被cpu执行？,内存,磁盘,硬盘,外存,1,5900,5910,
1367,windows的目录结构采用的是？,树形结构,线形结构,层形结构,网状结构,1,5900,5910,
1368,将回收站中的文件还原后文件将回到？,被删除的位置,桌面,我的文档,内存,1,5900,5910,
1369,三星笔记本电脑采用的是什么操作系统？,windows系统,苹果系统,MAC系统,棒子系统,1,5900,5910,
1370,电脑关机时数据储存在？,硬盘,内存,显示器,键盘,1,5900,5910,
1371,计算机的主存储器指的是？,ROM和RAM,硬盘和软盘,硬盘和光盘,光盘和软盘,1,5900,5910,
1372,Internet起源于？,美国,英国,德国,澳大利亚,1,5900,5910,
1373,USB接口的电压一般是？,5V,50V,0.5V,500V,1,5900,5910,
1374,属于黑客入侵的常用手段的是？,IP欺骗,偷拍裸照,窃取情报,邮件群发,1,5900,5910,
1375,完整的计算机系统同时包括？,硬件和软件,主机和外设,输入/输出设备,应用和杀毒软件,1,5900,5910,
1376,硬盘工作时应特别注意避免？,震动,潮湿,日光,噪音,1,5900,5910,
1377,一个文件的扩展名通常表示？,文件类型,文件大小,常见文件的日期,文件版本,1,5900,5910,
1378,显示器是目前使用最多的是？,输出设备,微处理器,输入设备,存储器,1,5900,5910,
1379,人溺水救上后首先要怎么做？,清除呼吸道异物,胸外按压,人工呼吸,送医院,1,5900,5910,
1380,多发性神经病的病因不包括？,外伤,中毒,感染,遗传,1,5900,5910,
1381,下列软件不属于下载软件的是？,QQ,迅雷,网际快车,网络蚂蚁,1,5900,5910,
1382,显示器尺寸是测量哪里得来的？,对角线,周长,最长边,最短边,1,5900,5910,
1383,指出下列哪一个不是多媒体信息？,光盘,文本,声音,图像,1,5900,5910,
1384,下面哪个是可执行文件的扩展名？,exe,bak,bmp,txt,1,5900,5910,
1385,下列属于收发电子邮件的软件是？,Outlook-Express,Flashget ,Telnet,ACDsee,1,5900,5910,
1386,微型计算机中必须安装的软件是？,操作系统,辅助教学系统,财务分析系统,文字处理系统,1,5900,5910,
1387,Excel文件的扩展名默认为？,xls,ppt,doc,htm,1,5900,5910,
1388,发明灯泡的科学家是？,爱迪生,牛顿,爱因斯坦,伽利略,1,5900,5910,
1389,人说话的声音是由以下哪项震动产生的？,声带,喉咙,嘴唇,口腔,1,5900,5910,
1390,力的大小用测力计来测量，大多数测力计是什么制成的？,弹簧,液压,海绵,合金,1,5900,5910,
1391,万吨巨轮能在水面上航行是因为哪种力的支撑？,浮力,重量,阻力,力量,1,5900,5910,
1392,下列物体吸热最快的是？,铁板,木头,面包,水,1,5900,5910,
1393,physics一词的意思是？,物理,化学,生物,数学,1,5900,5910,
1394,“光年”是描述什么的单位？,距离,速度,时间,清晰度,1,5900,5910,
1395,下面哪种不是太阳光的组成之一？,不可见光,可见光,紫外线,红外线,1,5900,5910,
1396,第一颗人造地球卫星是哪个国家发射的？,前苏联,美国,英国,朝鲜,1,5900,5910,
1397,荷兰的风车主要用于？,排水,发电,观光,制造风能,1,5900,5910,
1398,风筝最初是用来做什么的？,通报消息,娱乐健身,探测地形,捕捉飞鸟,1,5900,5910,
1399,发明万有引力的是？,牛顿,爱因斯坦,伽利略,爱迪生,1,5900,5910,
1400,我国大陆家庭电路的电压统一使用为多少伏？,220,120,160,320,1,5900,5910,
1401,直升机停在半空中时，它的旋翼是否在转动？,仍在转动,不转动,有时动有时不动,都不是,1,5900,5910,
1402,请问1克拉等于多少克？,0.2克,5克,0.5克,1克,1,5900,5910,
1403,空气的运动形成？,风,雨,云,雷,1,5900,5910,
1404,下列物体不是导体的是？,塑料尺,金属,大地,人体,1,5900,5910,
1405,下列液体倒入水中会沉下去的是？,蜂蜜,白酒,色拉油,汽油,1,5900,5910,
1406,声音在什么中不能传播？,真空,水,铁板,空气,1,5900,5910,
1407,摆钟摆的快慢与什么有关？,摆线的长短,轻重,大小,角度,1,5900,5910,
1408,当红旗朝东飘扬时，风向？,西风,东风,南风,北风,1,5900,5910,
1409,边缘比中央厚的透镜叫？,凹透镜,凸透镜,平面镜,反光镜,1,5900,5910,
1410,雪花是一种美丽的结晶体，基本形状是？,六角形,五角形,四角形,三角形,1,5900,5910,
1411,以下哪项不是物理研究的范围？,微积分,运动规律,电力,光学,1,5900,5910,
1412,为什么物体会往地上掉？,万有引力,物体惯性,能量守恒,量子效应,1,5900,5910,
1413,“给我一个支点，我可以_______。”？,撬起地球,撬起气球,撬起宇宙,睡一下午,1,5900,5910,
1414,爱因斯坦假说：如果我超越光速，将会发生什么？,回到过去,加速衰老,进入异空间,消亡,1,5900,5910,
1415,钟表上的秒针指向几点时，受到的重力阻碍作用最大？,9点,0点,3点,6点,1,5900,5910,
1416,人工降雨是人为的利用飞机向云层喷射什么东西？,干冰,冷水,硫酸,小苏打,1,5900,5910,
1417,为什么海水是蓝的？,蓝光波长短,红光波长短,天空反射,因为心情,1,5900,5910,
1418,大气臭氧层的主要作用是？,吸收紫外线,吸收红外线,预防外星人,提升臭味,1,5900,5910,
1419,白炽灯用久了会发黑是因为？,钨丝蒸发,玻璃遇热变色,玻璃老化,二氧化碳蒸发,1,5900,5910,
1420,下面物体中利用斜面原理制成的是？,螺丝钉,扳手,楼梯,跷跷板,1,5900,5910,
1421,1光年大约为？,94600亿公里,98600亿公里,98600万公里,94600万公里,1,5900,5910,
1422,无轨电车上的电动机用的是什么电？,直流电,交流电,高压电,静电,1,5900,5910,
1423,北半球海洋中的水都是以什么方向流动？,顺时针,逆时针,无规则,双向流动,1,5900,5910,
1424,“海市蜃楼”是光折射产生的一种现象，通常发生在何时？,夏天,秋天,冬天,春天,1,5900,5910,
1425,节能灯是一种绿色照明光源，它与白炽灯相比可节电？,70%～80,30%～40%,10%～20%,1,1,5900,5910,
1426,牛顿力学属于什么？,经典力学,动力学,量子力学,相对论,1,5900,5910,
1427,伽利略发现自由落体的运动是？,匀加速运动,匀速运动,匀减速运动,加加速运动,1,5900,5910,
1428,经典物理学的创立代表人物是？,牛顿,爱因斯坦,梵高,范迪塞尔,1,5900,5910,
1429,"自然界中最简单,最基本的运动形态是？",机械运动,匀速运动,场运动,电子运动,1,5900,5910,
1430,物理属于什么理论？,唯物论,唯心论,形而上学,辨证论,1,5900,5910,
1431,物理学家麦克斯韦的代表理论是？,电磁论,相对论,经典物理,激光物理,1,5900,5910,
1432,电水壶烧开水的原理是？,电能转内能,内能转电能,电能转体能,动能转光能,1,5900,5910,
1433,电灯的工作原理是？,电能转光能,电能转电磁能,光能转电能,无能量转换,1,5900,5910,
1434,电水壶的壶嘴与壶肚构成连通器，则水面高度？,持平,壶嘴较高,壶肚较高,忽高忽低,1,5900,5910,
1435,菜刀的刀刃薄是因为？,增大压强,增加受力面积,减小压强,增加摩擦,1,5900,5910,
1436,火焰的哪个部分温度最高？,外焰,焰心,内焰,上焰,1,5900,5910,
1437,为什么用高压锅煮食物熟得快？,锅内气压高,锅内气压低,锅内湿度大,锅内没有引力,1,5900,5910,
1438,物体温度越高，则？,粒子运动加快,粒子运动减慢,散热能力越好,散热能力越差,1,5900,5910,
1439,汽车拐弯时，乘客会向车行方向倾倒，其原理是？,乘客具有惯性,弯度过急,开的太快,乘客故意的,1,5900,5910,
1440,哪一种汤不容易冷却？,多油菜汤,多糖菜汤,多盐肉汤,纯肉汤,1,5900,5910,
1441,“光年”是什么单位？,距离,时间,磁力,引力,1,5900,5910,
1442,哪种情况保温瓶中的水保温时间最长？,大半瓶水,小半瓶水,灌满水,一点点水,1,5900,5910,
1443,哪颗行星离地球最近？,金星,火星,水星,海王星,1,5900,5910,
1444,为何冥王星被从九大行星中“开除”？,太小,太远,不稳定,不好看,1,5900,5910,
1445,雪地里脏雪为什么比干净的雪融化的快？,颜色深,吸收热量慢,杂质过多,体积被压缩,1,5900,5910,
1446,光缆的传播原理是？,全反射,半反射,折射,法线,1,5900,5910,
1447,地球上为什么会出现潮汐？,太阳和月亮的引力,地球自转,宇宙波,人品,1,5900,5910,
1448,黑暗环境中，将红灯照向绿衣服，衣服呈什么颜色？,黑色,白色,红色,蓝色,1,5900,5910,
1449,雨过天晴后会出现彩虹，形成彩虹的原因是？,空气潮湿,气压下降,气压上升,上天眷顾,1,5900,5910,
